GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
reporting/ogham-core,fr.sii.ogham.core.message.content,MultiContent,31,61,2,0,6,13,3,7,2,7
reporting/ogham-core,fr.sii.ogham.core.message.content,EmailVariant,0,24,0,0,0,3,0,1,0,1
reporting/ogham-core,fr.sii.ogham.core.message.content,ParsedContent,47,59,5,5,9,12,10,6,5,6
reporting/ogham-core,fr.sii.ogham.core.message.content,TemplateContent,0,96,0,0,0,17,0,9,0,9
reporting/ogham-core,fr.sii.ogham.core.message.content,MultiTemplateContent,35,63,0,2,8,12,4,6,4,5
reporting/ogham-core,fr.sii.ogham.core.message.content,TemplateVariantContent,71,37,0,0,9,7,5,3,5,3
reporting/ogham-core,fr.sii.ogham.core.message.content,StringContent,0,40,0,0,0,10,0,7,0,7
reporting/ogham-core,fr.sii.ogham.core.message.content,StringTemplateContent,8,8,0,0,2,2,1,1,1,1
reporting/ogham-core,fr.sii.ogham.email.exception.attachment.translator,ResourceTranslatorException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.condition.provider,RequiredPropertiesAnnotationProvider,0,72,0,6,0,12,0,5,0,2
reporting/ogham-core,fr.sii.ogham.core.condition.provider,AnnotationConditionProvider,0,73,0,0,0,12,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.condition.provider,RequiredPropertyAnnotationProvider,0,238,0,16,0,30,0,14,0,6
reporting/ogham-core,fr.sii.ogham.core.condition.provider,ActivableAtRuntimeConditionProvider,0,15,0,2,0,4,0,3,0,2
reporting/ogham-core,fr.sii.ogham.core.condition.provider,ImplementationConditionProvider,0,37,0,0,0,8,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.condition.provider,RequiredClassAnnotationProvider,0,74,0,6,0,11,0,6,0,3
reporting/ogham-core,fr.sii.ogham.core.condition.provider,RequiredClassesAnnotationProvider,0,69,0,6,0,11,0,5,0,2
reporting/ogham-core,fr.sii.ogham.core.condition.provider,StaticConditionProvider,9,0,0,0,4,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.core.convert,DefaultConverter,0,36,0,0,0,7,0,1,0,1
reporting/ogham-core,fr.sii.ogham.core.convert,StringToURLConverter,0,46,0,8,0,8,0,7,0,3
reporting/ogham-core,fr.sii.ogham.core.convert,StringToArrayConverter,0,66,1,5,0,15,1,6,0,4
reporting/ogham-core,fr.sii.ogham.core.convert,StringToBooleanConverter,22,75,5,5,4,18,4,5,0,4
reporting/ogham-core,fr.sii.ogham.core.convert,StringToNumberConverter,0,293,2,66,0,60,2,39,0,7
reporting/ogham-core,fr.sii.ogham.core.convert,DelegateConverter,3,65,0,6,1,14,1,7,1,4
reporting/ogham-core,fr.sii.ogham.core.convert,NoConversionNeededConverter,0,9,0,0,0,3,0,3,0,3
reporting/ogham-core,fr.sii.ogham.core.builder.charset,SimpleCharsetDetectorBuilder,2,45,1,1,1,11,1,4,0,4
reporting/ogham-core,fr.sii.ogham.email.attachment,Attachment,100,189,0,4,26,38,13,19,13,17
reporting/ogham-core,fr.sii.ogham.html.inliner.impl.jsoup,ImageInlineUtils,2,50,1,7,1,11,1,5,0,2
reporting/ogham-core,fr.sii.ogham.html.inliner.impl.jsoup,JsoupBase64ImageInliner,0,104,0,8,0,17,0,7,0,3
reporting/ogham-core,fr.sii.ogham.html.inliner.impl.jsoup,JsoupCssInliner,23,258,4,18,2,53,4,15,0,8
reporting/ogham-core,fr.sii.ogham.html.inliner.impl.jsoup,JsoupAttachImageInliner,0,137,0,10,0,24,0,8,0,3
reporting/ogham-core,fr.sii.ogham.sms.sender,PhoneNumberTranslatorSender,20,135,2,6,5,27,2,8,0,6
reporting/ogham-core,fr.sii.ogham.sms.sender,SmsSender,9,17,0,0,4,5,2,2,2,2
reporting/ogham-core,fr.sii.ogham.core.exception.builder,BuildException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.util.classpath,SimpleClasspathHelper,16,87,2,8,6,27,3,9,1,6
reporting/ogham-core,fr.sii.ogham.core.exception.filler,FillMessageException,16,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.builder.sender,SenderImplementationBuilderHelper,31,143,5,11,4,30,4,10,1,5
reporting/ogham-core,fr.sii.ogham.sms.exception.message,PhoneNumberTranslatorException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.sms.exception.message,AddressingException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.sms.exception.message,EncodingException,9,4,0,0,4,2,2,1,2,1
reporting/ogham-core,fr.sii.ogham.core.filler,AbstractMessageAwareFiller,4,86,4,10,0,20,4,9,0,6
reporting/ogham-core,fr.sii.ogham.core.filler,EveryFillerDecorator,0,37,0,2,0,11,0,5,0,4
reporting/ogham-core,fr.sii.ogham.core.filler,SubjectFiller,0,26,2,4,0,10,2,3,0,2
reporting/ogham-core,fr.sii.ogham.core.template.context,BeanContext,31,16,0,0,4,5,2,3,2,3
reporting/ogham-core,fr.sii.ogham.core.template.context,LocaleContext,3,24,0,0,1,8,1,4,1,4
reporting/ogham-core,fr.sii.ogham.core.template.context,SimpleContext,14,36,0,0,1,10,1,5,1,5
reporting/ogham-core,fr.sii.ogham.sms.builder,PhoneNumbersBuilder,0,45,2,2,0,10,2,4,0,4
reporting/ogham-core,fr.sii.ogham.sms.builder,SenderNumberBuilder,8,36,2,2,3,10,3,4,1,4
reporting/ogham-core,fr.sii.ogham.sms.builder,AutofillSmsBuilder,0,70,2,2,0,16,2,4,0,4
reporting/ogham-core,fr.sii.ogham.sms.builder,AutofillDefaultPhoneNumberBuilder,0,5,0,0,0,2,0,1,0,1
reporting/ogham-core,fr.sii.ogham.sms.builder,PhoneNumberTranslatorPair,0,15,0,0,0,6,0,3,0,3
reporting/ogham-core,fr.sii.ogham.sms.builder,SmsBuilder,1,161,6,6,1,39,6,10,0,10
reporting/ogham-core,fr.sii.ogham.sms.builder,RecipientNumberBuilder,8,36,2,2,3,10,3,4,1,4
reporting/ogham-core,fr.sii.ogham.sms.builder,RecipientNumberFormatBuilder,1,77,4,6,0,18,4,6,0,5
reporting/ogham-core,fr.sii.ogham.sms.builder,SenderNumberFormatBuilder,1,139,6,8,0,32,6,10,0,9
reporting/ogham-core,fr.sii.ogham.core.util,ArrayUtils,33,0,0,0,6,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.core.util,BuilderUtils,5,76,3,13,3,17,4,12,1,7
reporting/ogham-core,fr.sii.ogham.core.util,BeanUtils.Options,0,15,0,0,0,6,0,3,0,3
reporting/ogham-core,fr.sii.ogham.core.util,ClasspathUtils,0,17,0,0,0,7,0,4,0,4
reporting/ogham-core,fr.sii.ogham.core.util,StringUtils,4,9,0,0,1,2,1,2,1,2
reporting/ogham-core,fr.sii.ogham.core.util,EqualsBuilder,82,137,10,26,16,25,10,17,4,5
reporting/ogham-core,fr.sii.ogham.core.util,BeanUtils,39,110,1,9,7,27,2,11,1,7
reporting/ogham-core,fr.sii.ogham.core.util,HtmlUtils,0,101,2,8,0,23,2,8,0,5
reporting/ogham-core,fr.sii.ogham.core.util,HashCodeBuilder,26,41,0,2,7,9,4,5,4,4
reporting/ogham-core,fr.sii.ogham.core.util,IOUtils,0,30,0,0,0,6,0,4,0,4
reporting/ogham-core,fr.sii.ogham.core.util,Base64Utils,0,4,0,0,0,1,0,1,0,1
reporting/ogham-core,fr.sii.ogham.email.builder,EmailBuilder,3,247,9,19,3,63,9,20,0,15
reporting/ogham-core,fr.sii.ogham.email.builder,ImageInliningBuilder,22,141,7,7,6,34,9,13,2,13
reporting/ogham-core,fr.sii.ogham.email.builder,AttachImageBuilder,5,27,2,2,1,8,2,3,0,3
reporting/ogham-core,fr.sii.ogham.email.builder,CidBuilder,0,12,0,0,0,5,0,3,0,3
reporting/ogham-core,fr.sii.ogham.email.builder,AutofillDefaultEmailAddressBuilder,0,5,0,0,0,2,0,1,0,1
reporting/ogham-core,fr.sii.ogham.email.builder,AttachmentHandlingBuilder,6,59,0,0,1,14,1,7,1,7
reporting/ogham-core,fr.sii.ogham.email.builder,Base64InliningBuilder,0,8,0,0,0,3,0,2,0,2
reporting/ogham-core,fr.sii.ogham.email.builder,AutofillEmailBuilder,0,156,11,11,0,36,11,8,0,8
reporting/ogham-core,fr.sii.ogham.email.builder,ImageHandlingBuilder,2,28,1,3,1,8,1,4,0,3
reporting/ogham-core,fr.sii.ogham.email.builder,CssInliningBuilder,13,71,2,2,4,18,3,10,1,10
reporting/ogham-core,fr.sii.ogham.email.builder,CssHandlingBuilder,2,28,1,3,1,8,1,4,0,3
reporting/ogham-core,fr.sii.ogham.email.builder,AutofillSubjectBuilder,10,87,4,4,3,21,5,5,1,5
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,SimpleMimetypeDetectionBuilder,12,138,6,12,3,37,6,13,0,10
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,TikaBuilderDelegate,26,0,0,0,8,0,4,0,4,0
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,SimpleTikaBuilder,0,34,0,2,0,9,0,5,0,4
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,SimpleReplaceMimetypeBuilder,35,47,0,2,6,10,3,4,3,3
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,MimetypeDetectionBuilderDelegate,23,12,0,0,4,4,3,2,3,2
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,ReplaceMimetypeBuilderDelegate,45,0,0,0,12,0,6,0,6,0
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,SimpleReplaceMimetypeBuilder.ContainsReplacement,22,0,0,0,6,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.core.builder.mimetype,SimpleReplaceMimetypeBuilder.PatternReplacement,0,17,0,0,0,5,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.util.bean,DirectAccessor,0,9,0,0,0,4,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.util.bean,DefaultRecursiveBeanReadWrapperFactory,0,11,0,0,0,2,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.util.bean,MapRecursiveBeanReadWrapperFactory,0,12,0,0,0,2,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.util.bean,ReadMethodAccessor,28,95,1,7,2,17,1,9,0,6
reporting/ogham-core,fr.sii.ogham.core.util.bean,SimpleBeanReadWrapper,0,201,1,23,0,42,1,20,0,9
reporting/ogham-core,fr.sii.ogham.core.util.bean,MapBeanReadWrapper.MapBeanReadWrapperEntry,59,24,14,0,18,7,10,4,3,4
reporting/ogham-core,fr.sii.ogham.core.util.bean,FieldAccessor,2,83,3,5,0,17,3,6,0,5
reporting/ogham-core,fr.sii.ogham.core.util.bean,MapBeanReadWrapper,41,98,2,8,8,24,9,14,7,11
reporting/ogham-core,fr.sii.ogham.core.util.bean,RecursiveBeanReadWrapper,10,48,1,3,3,15,3,6,2,5
reporting/ogham-core,fr.sii.ogham.core.util.bean,BeanWrapperUtils,18,111,5,17,3,27,5,12,0,6
reporting/ogham-core,fr.sii.ogham.core.exception.retry,RetryExecutionInterruptedException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.retry,RetryException,4,9,0,0,2,4,1,2,1,2
reporting/ogham-core,fr.sii.ogham.core.exception.retry,MaximumAttemptsReachedException,3,7,0,0,1,3,1,1,1,1
reporting/ogham-core,fr.sii.ogham.core.exception.retry,ExecutionFailedNotRetriedException,8,5,0,0,4,2,2,1,2,1
reporting/ogham-core,fr.sii.ogham.core.exception.retry,RetryExecutionFailureException,4,9,0,0,2,4,1,2,1,2
reporting/ogham-core,fr.sii.ogham.html.translator,InlineCssTranslator,40,130,2,12,6,33,2,12,0,7
reporting/ogham-core,fr.sii.ogham.html.translator,XHTMLTranslator,5,0,0,0,2,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.html.translator,ExpandCssPropertiesTranslator,5,0,0,0,2,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.html.translator,InlineImageTranslator,69,206,3,15,12,49,3,16,0,10
reporting/ogham-core,fr.sii.ogham.email.message,Recipient,31,51,0,0,7,8,3,5,3,5
reporting/ogham-core,fr.sii.ogham.email.message,RecipientType,0,34,0,0,0,4,0,1,0,1
reporting/ogham-core,fr.sii.ogham.email.message,Email,109,455,7,25,24,72,11,40,7,28
reporting/ogham-core,fr.sii.ogham.email.message,EmailAddress,0,141,1,9,0,27,1,13,0,9
reporting/ogham-core,fr.sii.ogham.core.template.detector,CompositeTemplateDetector,0,23,0,0,0,8,0,4,0,4
reporting/ogham-core,fr.sii.ogham.core.template.detector,OrTemplateDetector,0,29,0,4,0,9,0,5,0,3
reporting/ogham-core,fr.sii.ogham.core.template.detector,FixedEngineDetector,4,9,0,0,2,4,1,2,1,2
reporting/ogham-core,fr.sii.ogham.core.template.detector,SimpleResourceEngineDetector,20,33,2,2,5,10,2,4,0,4
reporting/ogham-core,fr.sii.ogham.email.filler,EmailFiller,10,95,7,17,1,17,6,9,0,3
reporting/ogham-core,fr.sii.ogham.core.retry,SimpleRetryExecutor,12,96,1,5,4,23,1,7,0,5
reporting/ogham-core,fr.sii.ogham.core.retry,FixedDelayRetry,26,12,2,0,5,5,6,1,5,1
reporting/ogham-core,fr.sii.ogham.core.retry,NamedCallable,3,13,0,0,1,5,1,2,1,2
reporting/ogham-core,fr.sii.ogham.sms.message.addressing,TypeOfNumber,34,92,4,0,4,12,3,3,1,3
reporting/ogham-core,fr.sii.ogham.sms.message.addressing,AddressedPhoneNumber,23,67,1,3,1,11,2,6,1,5
reporting/ogham-core,fr.sii.ogham.sms.message.addressing,NumberingPlanIndicator,34,125,4,0,4,15,3,3,1,3
reporting/ogham-core,fr.sii.ogham.core.translator.resource,DefaultResourceTranslator,5,0,0,0,2,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.core.translator.resource,EveryResourceTranslator,0,68,0,2,0,18,0,8,0,7
reporting/ogham-core,fr.sii.ogham.core.translator.resource,LookupResourceTranslator,7,36,0,2,2,11,0,5,0,4
reporting/ogham-core,fr.sii.ogham.core.exception.resource,NoResolverException,16,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.resource,ResourceResolutionException,18,7,0,0,7,3,3,1,3,1
reporting/ogham-core,fr.sii.ogham.core.exception.template,BeanContextException,25,0,0,0,10,0,4,0,4,0
reporting/ogham-core,fr.sii.ogham.core.exception.template,ParseException,13,24,0,0,5,9,2,3,2,3
reporting/ogham-core,fr.sii.ogham.core.exception.template,EngineDetectionException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.template,ContextException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.template,BeanException,17,8,0,0,7,3,3,1,3,1
reporting/ogham-core,fr.sii.ogham.core.exception.template,NoEngineDetectionException,4,0,0,0,2,0,1,0,1,0
reporting/ogham-core,fr.sii.ogham.core.service,WrapExceptionMessagingService,30,45,0,0,4,12,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.service,EverySupportingMessagingService,12,77,0,6,4,21,2,6,2,3
reporting/ogham-core,fr.sii.ogham.core.builder.configurer,DefaultMessagingConfigurer,0,272,0,0,0,87,0,8,0,8
reporting/ogham-core,fr.sii.ogham.core.builder.configurer,MessagingConfigurerAdapter,0,29,0,0,0,12,0,7,0,7
reporting/ogham-core,fr.sii.ogham.core.id.generator,SequentialIdGenerator,0,24,0,0,0,6,0,3,0,3
reporting/ogham-core,fr.sii.ogham.core.id.generator,UUIDGenerator,7,0,0,0,2,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.core.exception.util,HttpException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.util,PhoneNumberException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.util,FieldAccessException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.core.exception.util,InvalidPropertyException,6,21,0,0,2,8,2,2,2,2
reporting/ogham-core,fr.sii.ogham.core.exception.util,BeanWrapperException,0,9,0,0,0,4,0,2,0,2
reporting/ogham-core,fr.sii.ogham.core.condition,RequiredClassCondition,38,10,0,0,5,4,3,2,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,OrCondition,26,28,0,4,5,9,3,5,3,3
reporting/ogham-core,fr.sii.ogham.core.condition,PropertyValueCondition,66,21,0,0,5,6,3,2,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,CompositeCondition,33,24,0,0,5,8,4,4,4,4
reporting/ogham-core,fr.sii.ogham.core.condition,RequiredPropertyCondition,52,15,0,0,5,5,3,2,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,PropertyPatternCondition,66,33,0,6,5,7,3,5,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,NotCondition,38,15,0,2,5,4,3,3,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,FixedCondition,35,9,0,0,5,4,3,2,3,2
reporting/ogham-core,fr.sii.ogham.core.condition,AndCondition,20,34,0,4,3,11,2,6,2,4
reporting/ogham-core,fr.sii.ogham.sms.filler,SmsFiller,0,47,3,9,0,8,3,6,0,3
reporting/ogham-core,fr.sii.ogham.email.sender,AttachmentResourceTranslatorSender,10,95,1,3,3,18,1,6,0,5
reporting/ogham-core,fr.sii.ogham.email.sender,EmailSender,9,17,0,0,4,5,2,2,2,2
reporting/ogham-core,fr.sii.ogham.template.common.adapter,ExtensionMappingVariantResolver,28,123,5,5,4,22,5,6,0,6
reporting/ogham-core,fr.sii.ogham.template.common.adapter,FirstExistingResourceVariantResolver,33,51,7,5,8,14,5,6,1,4
reporting/ogham-core,fr.sii.ogham.template.common.adapter,FailIfNotFoundVariantResolver,38,0,2,0,6,0,4,0,3,0
reporting/ogham-core,fr.sii.ogham.template.common.adapter,NullVariantResolver,7,0,0,0,3,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.template.common.adapter,FailIfNotFoundWithTestedPathsVariantResolver,5,72,1,3,2,14,2,5,1,4
reporting/ogham-core,fr.sii.ogham.core.template.parser,AutoDetectTemplateParser,22,63,1,3,3,15,1,5,0,4
reporting/ogham-core,fr.sii.ogham.core.template.parser,AutoDetectTemplateParser.TemplateImplementation,0,15,0,0,0,6,0,3,0,3
reporting/ogham-core,fr.sii.ogham.template.exception,ResolverAdapterException,25,0,0,0,10,0,4,0,4,0
reporting/ogham-core,fr.sii.ogham.template.exception,VariantResolutionException,3,9,0,0,1,3,1,1,1,1
reporting/ogham-core,fr.sii.ogham.template.exception,NoResolverAdapterException,16,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.template.exception,ResolverAdapterNotFoundException,9,0,0,0,4,0,2,0,2,0
reporting/ogham-core,fr.sii.ogham.template.exception,UnknownVariantException,7,0,0,0,2,0,1,0,1,0
reporting/ogham-core,fr.sii.ogham.template.exception,TemplateRuntimeException,13,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.template.exception,ResolverAdapterConfigurationException,16,0,0,0,6,0,3,0,3,0
reporting/ogham-core,fr.sii.ogham.template.exception,TemplateVariantNotFoundException,5,27,1,1,1,7,2,3,1,3
reporting/ogham-core,fr.sii.ogham.sms.message,Contact,40,65,3,1,5,16,5,7,3,7
reporting/ogham-core,fr.sii.ogham.sms.message,Sms,108,202,4,4,18,37,9,21,7,19
reporting/ogham-core,fr.sii.ogham.sms.message,PhoneNumber,26,12,0,0,4,5,3,3,3,3
reporting/ogham-core,fr.sii.ogham.sms.message,Sender,5,13,0,0,2,6,1,3,1,3
reporting/ogham-core,fr.sii.ogham.sms.message,Recipient,5,13,0,0,2,6,1,3,1,3
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,FileResolver,0,87,0,2,0,18,0,7,0,6
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,ClassPathResolver,20,118,1,5,3,23,1,10,0,8
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,DefaultResourceResolver,44,0,4,0,10,0,7,0,5,0
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,RelativeResolver,21,156,3,7,4,21,6,9,3,7
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,StringResourceResolver,0,49,0,8,0,11,0,9,0,5
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,FirstSupportingResourceResolver,33,76,4,6,7,20,6,8,2,7
reporting/ogham-core,fr.sii.ogham.core.resource.resolver,AbstractPrefixedLookupPathResolver,0,76,1,9,0,19,1,10,0,6
reporting/ogham-core,fr.sii.ogham.core.builder.template,VariantWithExt,0,15,0,0,0,6,0,3,0,3
reporting/ogham-core,fr.sii.ogham.core.builder.template,TemplateBuilderHelper,44,220,7,21,11,46,9,15,2,8
reporting/ogham-core,fr.sii.ogham.core.mimetype,JavaActivationProvider,60,0,0,0,15,0,7,0,7,0
